Mod:Item:MetaData, Localized Name
randomthings:fluiddisplay, Fluid Display
randomthings:customworkbench, Crafting Table
randomthings:endermailbox, Ender Mailbox
randomthings:pitcherplant, Pitcher Plant
randomthings:platform, tile.platform.name
randomthings:entitydetector, Entity Detector
randomthings:quartzlamp, Quartz Lamp
randomthings:quartzglass, Quartz Glass
randomthings:potionvaporizer, Potion Vaporizer
randomthings:voxelprojector, [WIP] Voxel Projector
randomthings:contactbutton, Contact Button
randomthings:contactlever, Contact Lever
randomthings:sakanade, Sakanade
randomthings:rainshield, Rain Shield
randomthings:blockbreaker, Block Breaker
randomthings:itemsealer, Item Sealer
randomthings:superlubricentice, Superlubricent Ice
randomthings:itemcorrector, Item Corrector
randomthings:compressedslimeblock, Compressed Slime Block
randomthings:itemredirector, Item Redirector
randomthings:itemrejuvenator, Item Rejuvenator
randomthings:superlubricentplatform, Super Lubricent Platform
randomthings:filtereditemredirector, Filtered Item Redirector
randomthings:filteredsuperlubricentplatform, Filtered Super Lubricent Platform
randomthings:redstoneobserver, Redstone Observer
randomthings:biomeradar, Biome Radar
randomthings:irondropper, Iron Dropper
randomthings:itemprojector, [WIP] Item Projector
randomthings:igniter, Igniter
randomthings:blockofsticks:0, Block of Sticks
randomthings:blockofsticks:1, Returning Block of Sticks
randomthings:blazingfire, tile.blazingFire.name
randomthings:luminousblock:0, White Luminous Block
randomthings:luminousblock:1, Orange Luminous Block
randomthings:luminousblock:2, Magenta Luminous Block
randomthings:luminousblock:3, Light Blue Luminous Block
randomthings:luminousblock:4, Yellow Luminous Block
randomthings:luminousblock:5, Lime Luminous Block
randomthings:luminousblock:6, Pink Luminous Block
randomthings:luminousblock:7, Gray Luminous Block
randomthings:luminousblock:8, Light Gray Luminous Block
randomthings:luminousblock:9, Cyan Luminous Block
randomthings:luminousblock:10, Purple Luminous Block
randomthings:luminousblock:11, Blue Luminous Block
randomthings:luminousblock:12, Brown Luminous Block
randomthings:luminousblock:13, Green Luminous Block
randomthings:luminousblock:14, Red Luminous Block
randomthings:luminousblock:15, Black Luminous Block
randomthings:inventoryrerouter, Inventory Rerouter
randomthings:slimecube, §aSlime Cube§7
randomthings:spectreplank, Spectre Planks
randomthings:spectresapling, Spectre Sapling
randomthings:spectrelog, Spectre Wood
randomthings:spectreleaf, Spectre Leaves
randomthings:itemcollector, Item Collector
randomthings:advanceditemcollector, Advanced Item Collector
randomthings:naturecore, Nature Core
randomthings:biomestone:0, Biome Cobblestone
randomthings:biomestone:1, Biome Stone
randomthings:biomestone:2, Biome Stone Bricks
randomthings:biomestone:3, Cracked Biome Stone Bricks
randomthings:biomestone:4, Chiseled Biome Stone Bricks
randomthings:biomeglass, Biome Glass
randomthings:coloredgrass:0, White Grass
randomthings:coloredgrass:1, Orange Grass
randomthings:coloredgrass:2, Magenta Grass
randomthings:coloredgrass:3, Light Blue Grass
randomthings:coloredgrass:4, Yellow Grass
randomthings:coloredgrass:5, Lime Grass
randomthings:coloredgrass:6, Pink Grass
randomthings:coloredgrass:7, Gray Grass
randomthings:coloredgrass:8, Light Gray Grass
randomthings:coloredgrass:9, Cyan Grass
randomthings:coloredgrass:10, Purple Grass
randomthings:coloredgrass:11, Blue Grass
randomthings:coloredgrass:12, Brown Grass
randomthings:coloredgrass:13, Green Grass
randomthings:coloredgrass:14, Red Grass
randomthings:coloredgrass:15, Black Grass
randomthings:spectrecore, Spectre Core
randomthings:rainbowlamp, Rainbow Lamp
randomthings:basicredstoneinterface, Basic Redstone Interface
randomthings:advancedredstoneinterface, Advanced Redstone Interface
randomthings:stainedbrick:0, White Stained Bricks
randomthings:stainedbrick:1, Orange Stained Bricks
randomthings:stainedbrick:2, Magenta Stained Bricks
randomthings:stainedbrick:3, Light Blue Stained Bricks
randomthings:stainedbrick:4, Yellow Stained Bricks
randomthings:stainedbrick:5, Lime Stained Bricks
randomthings:stainedbrick:6, Pink Stained Bricks
randomthings:stainedbrick:7, Gray Stained Bricks
randomthings:stainedbrick:8, Light Gray Stained Bricks
randomthings:stainedbrick:9, Cyan Stained Bricks
randomthings:stainedbrick:10, Purple Stained Bricks
randomthings:stainedbrick:11, Blue Stained Bricks
randomthings:stainedbrick:12, Brown Stained Bricks
randomthings:stainedbrick:13, Green Stained Bricks
randomthings:stainedbrick:14, Red Stained Bricks
randomthings:stainedbrick:15, Black Stained Bricks
randomthings:luminousstainedbrick:0, Luminous White Stained Bricks
randomthings:luminousstainedbrick:1, Luminous Orange Stained Bricks
randomthings:luminousstainedbrick:2, Luminous Magenta Stained Bricks
randomthings:luminousstainedbrick:3, Luminous Light Blue Stained Bricks
randomthings:luminousstainedbrick:4, Luminous Yellow Stained Bricks
randomthings:luminousstainedbrick:5, Luminous Lime Stained Bricks
randomthings:luminousstainedbrick:6, Luminous Pink Stained Bricks
randomthings:luminousstainedbrick:7, Luminous Gray Stained Bricks
randomthings:luminousstainedbrick:8, Luminous Light Gray Stained Bricks
randomthings:luminousstainedbrick:9, Luminous Cyan Stained Bricks
randomthings:luminousstainedbrick:10, Luminous Purple Stained Bricks
randomthings:luminousstainedbrick:11, Luminous Blue Stained Bricks
randomthings:luminousstainedbrick:12, Luminous Brown Stained Bricks
randomthings:luminousstainedbrick:13, Luminous Green Stained Bricks
randomthings:luminousstainedbrick:14, Luminous Red Stained Bricks
randomthings:luminousstainedbrick:15, Luminous Black Stained Bricks
randomthings:stableenderpearl, Stable Ender Pearl
randomthings:biomecrystal, Biome Crystal
randomthings:positionfilter, Position Filter
randomthings:summoningpendulum, Summoning Pendulum
randomthings:beans:0, Bean
randomthings:beans:1, Lesser Magic Bean
randomthings:beans:2, Magic Bean
randomthings:beanstew, Bean Stew
randomthings:redstonetool, Redstone Tool
randomthings:waterwalkingboots, Water Walking Boots
randomthings:dungeonchestgenerator, Loot Generator
randomthings:lavacharm, Lava Charm
randomthings:lavawader, Lava Waders
randomthings:obsidianskull, Obsidian Skull
randomthings:obsidianskullring, Obsidian Skull Ring
randomthings:obsidianwaterwalkingboots, Obsidian Water Walking Boots
randomthings:magichood, Magic Hood
randomthings:imbue:0, Fire Imbue
randomthings:imbue:1, Poison Imbue
randomthings:imbue:2, Experience Imbue
randomthings:imbue:3, Wither Imbue
randomthings:bottleofair, Bottle of Air
randomthings:rezstone, Blood Stone
randomthings:enderletter, Ender Letter
randomthings:entityfilter, Entity Filter
randomthings:ingredient:0, Sakanade Spores
randomthings:ingredient:1, Evil Tear
randomthings:ingredient:2, Ectoplasm
randomthings:ingredient:3, Spectre Ingot
randomthings:ingredient:4, Biome Sensor
randomthings:ingredient:5, Luminous Powder
randomthings:itemfilter, Item Filter
randomthings:redstoneactivator, Redstone Activator
randomthings:redstoneremote, Redstone Remote
randomthings:goldencompass, Golden Compass
randomthings:blazeandsteel, Blaze and Steel
randomthings:runepattern, Rune Pattern
randomthings:grassseeds:0, Grass Seeds
randomthings:grassseeds:1, White Grass Seeds
randomthings:grassseeds:2, Orange Grass Seeds
randomthings:grassseeds:3, Magenta Grass Seeds
randomthings:grassseeds:4, Light Grass Seeds
randomthings:grassseeds:5, Yellow Grass Seeds
randomthings:grassseeds:6, Lime Grass Seeds
randomthings:grassseeds:7, Pink Grass Seeds
randomthings:grassseeds:8, Gray Grass Seeds
randomthings:grassseeds:9, Light Gray Grass Seeds
randomthings:grassseeds:10, Cyan Grass Seeds
randomthings:grassseeds:11, Purple Grass Seeds
randomthings:grassseeds:12, Blue Grass Seeds
randomthings:grassseeds:13, Brown Grass Seeds
randomthings:grassseeds:14, Green Grass Seeds
randomthings:grassseeds:15, Red Grass Seeds
randomthings:grassseeds:16, Black Grass Seeds
randomthings:spectrekey, Spectre Key
randomthings:spectreanchor, Spectre Anchor
randomthings:spectresword, Spectre Sword
randomthings:spectrepickaxe, Spectre Pickaxe
randomthings:spectreaxe, Spectre Axe
randomthings:spectreshovel, Spectre Shovel
randomthings:runedust:0, White Runic Dust
randomthings:runedust:1, Orange Runic Dust
randomthings:runedust:2, Magenta Runic Dust
randomthings:runedust:3, Light Blue Runic Dust
randomthings:runedust:4, Yellow Runic Dust
randomthings:runedust:5, Lime Runic Dust
randomthings:runedust:6, Pink Runic Dust
randomthings:runedust:7, Gray Runic Dust
randomthings:runedust:8, Silver Runic Dust
randomthings:runedust:9, Cyan Runic Dust
randomthings:runedust:10, Purple Runic Dust
randomthings:runedust:11, Blue Runic Dust
randomthings:runedust:12, Brown Runic Dust
randomthings:runedust:13, Green Runic Dust
randomthings:runedust:14, Red Runic Dust
randomthings:runedust:15, Black Runic Dust
reccomplex:block_selector, Block Selector
reccomplex:block_selector_floating, Floating Block Selector
reccomplex:inventory_generation_tag, Inventory Generation Tag
reccomplex:inventory_generation_single_tag, Single Item Generation Tag
reccomplex:inventory_generation_component_tag, Item Generation Component Tag
reccomplex:artifact_generation_tag, Artifact Generation Tag
reccomplex:book_generation_tag, Book Generation Tag
reccomplex:generic_space:0, Space (0 ~ Negative Space)
reccomplex:generic_space:1, Space (1 ~ Natural Air)
reccomplex:generic_space:2, Space (2)
reccomplex:generic_space:3, Space (3)
reccomplex:generic_space:4, Space (4)
reccomplex:generic_space:5, Space (5)
reccomplex:generic_space:6, Space (6)
reccomplex:generic_space:7, Space (7)
reccomplex:generic_space:8, Space (8)
reccomplex:generic_space:9, Space (9)
reccomplex:generic_space:10, Space (10)
reccomplex:generic_space:11, Space (11)
reccomplex:generic_space:12, Space (12)
reccomplex:generic_space:13, Space (13)
reccomplex:generic_space:14, Space (14)
reccomplex:generic_space:15, Space (15)
reccomplex:generic_solid:0, Solid (0 ~ Natural Floor)
reccomplex:generic_solid:1, Solid (1 ~ Barrier)
reccomplex:generic_solid:2, Solid (2)
reccomplex:generic_solid:3, Solid (3)
reccomplex:generic_solid:4, Solid (4)
reccomplex:generic_solid:5, Solid (5)
reccomplex:generic_solid:6, Solid (6)
reccomplex:generic_solid:7, Solid (7)
reccomplex:generic_solid:8, Solid (8)
reccomplex:generic_solid:9, Solid (9)
reccomplex:generic_solid:10, Solid (10)
reccomplex:generic_solid:11, Solid (11)
reccomplex:generic_solid:12, Solid (12)
reccomplex:generic_solid:13, Solid (13)
reccomplex:generic_solid:14, Solid (14)
reccomplex:generic_solid:15, Solid (15)
reccomplex:structure_generator, Structure Generator
reccomplex:maze_generator, Maze Generator
reccomplex:weighted_command_block, tile.spawn_command.name
reccomplex:spawn_script, Script Block
reccomplex:inspector, Inspector
reliquia:lantern, Lantern
reliquia:potion_jar, Potion Jar
reliquia:candle, Candle
reliquia:wax, Wax
roots:moonglow, Moonglow
roots:terra_moss, Terra Moss
roots:wildroot, Wildroot
roots:aubergine, Aubergine
roots:pereskia, Pereskia Flower
roots:mortar, Mortar
roots:imbuer, Imbuer
roots:thatch, Thatch
roots:bonfire, Pyre
roots:spirit_herb, Spirit Herb
roots:structure_marker, tile.structure_marker.name
roots:runestone, Runestone
roots:runestone_brick, Runestone Brick
roots:chiseled_runestone, Chiseled Runestone
roots:fairy_dust, Fairy Dust
roots:offertory_plate, Offering Plate
roots:moontinged_seed, Moonglow Seed
roots:moonglow_leaf, Moonglow Leaf
roots:terra_moss_spore, Terra Moss Spore
roots:terra_moss_ball, Terra Moss
roots:staff, Staff
roots:wildroot_item, Wildroot
roots:pereskia_bulb, Pereskia Bulb
roots:pereskia_blossom, Pereskia Blossom
roots:aubergine_seeds, Aubergine Seed
roots:aubergine_item, Aubergine
roots:pestle, Pestle
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:petal_dust:0, Petal Dust
roots:pouch, Powder Pouch
roots:straw, Straw
roots:herblore_book, Book of Herblore
roots:spellcraft_book, Book of Spellcraft
roots:wood_shears, Wooden Shears
roots:bark_oak, Oak Bark
roots:bark_spruce, Spruce Bark
roots:bark_birch, Birch Bark
roots:bark_jungle, Jungle Bark
roots:bark_dark_oak, Dark Oak Bark
roots:bark_acacia, Acacia Bark
roots:wood_knife, Wooden Knife
roots:wood_hammer, Wooden Hammer
roots:stone_knife, Stone Knife
roots:stone_hammer, Stone Hammer
roots:iron_knife, Iron Knife
roots:iron_hammer, Iron Hammer
roots:diamond_knife, Diamond Knife
roots:diamond_hammer, Diamond Hammer
roots:gold_knife, Golden Knife
roots:gold_hammer, Golden Hammer
roots:firestarter, Firestarter
roots:spirit_herb_item, Spirit Herb
roots:dwindle_dust, Dwindle Dust
roots:totem_fragment, Totem Fragment
roots:book_base, Birchbark Tome
roots:ritual_book, Book of the Natural Arts
roots:fairy_charm, Fairy Charm
roots:spritely_brew, Spritely Brew
rustic:olive_oil, Olive Oil
rustic:ironberry_juice, Ironberry Juice
rustic:wildberry_juice, Wildberry Juice
rustic:grape_juice, Grape Juice
rustic:apple_juice, Apple Juice
rustic:ale_wort, Ale Wort
rustic:honey, Honey
rustic:stone_pillar, Stone Pillar
rustic:andesite_pillar, Andesite Pillar
rustic:diorite_pillar, Diorite Pillar
rustic:granite_pillar, Granite Pillar
rustic:slate_pillar, Slate Pillar
rustic:chain, Iron Chain
rustic:candle, Candle
rustic:chandelier, Chandelier Ring
rustic:beehive, Beehive
rustic:apiary, Apiary
rustic:slate, Slate
rustic:slate_roof, Slate Roof
rustic:slate_tile, Slate Tile
rustic:slate_brick, Slate Brick
rustic:slate_chiseled, Chiseled Slate
rustic:stairs_slate_roof, Slate Roof Stairs
rustic:slate_roof_slab_item, Slate Roof Slab
rustic:stairs_slate_brick, Slate Brick Stairs
rustic:slate_brick_slab_item, Slate Brick Slab
rustic:chair_oak, Oak Chair
rustic:chair_big_oak, Dark Oak Chair
rustic:chair_birch, Birch Chair
rustic:chair_spruce, Spruce Chair
rustic:chair_acacia, Acacia Chair
rustic:chair_jungle, Jungle Chair
rustic:chair_olive, Olive Wood Chair
rustic:chair_ironwood, Ironwood Chair
rustic:table_oak, Oak Table
rustic:table_big_oak, Dark Oak Table
rustic:table_birch, Birch Table
rustic:table_spruce, Spruce Table
rustic:table_acacia, Acacia Table
rustic:table_jungle, Jungle Table
rustic:table_olive, Olive Wood Table
rustic:table_ironwood, Ironwood Table
rustic:vase, Pot
rustic:barrel, Barrel
rustic:iron_lattice, Iron Lattice
rustic:iron_lantern, Iron Lantern
rustic:gargoyle, Gargoyle
rustic:cabinet, Cabinet
rustic:liquid_barrel, Liquid Barrel
rustic:fertile_soil, Fertile Soil
rustic:planks:0, Olive Wood Planks
rustic:planks:1, Ironwood Planks
rustic:log:0, Olive Wood
rustic:log:1, Ironwood
rustic:leaves:0, Olive Leaves
rustic:leaves:1, Ironwood Leaves
rustic:sapling:0, Olive Sapling
rustic:sapling:1, Ironwood Sapling
rustic:crushing_tub, Crushing Tub
rustic:evaporating_basin, Drying Basin
rustic:fence_olive, Olive Wood Fence
rustic:fence_ironwood, Ironwood Fence
rustic:fence_gate_olive, Olive Wood Fence Gate
rustic:fence_gate_ironwood, Ironwood Fence Gate
rustic:olive_slab_item, Olive Wood Slab
rustic:ironwood_slab_item, Ironwood Slab
rustic:stairs_olive, Olive Wood Stairs
rustic:stairs_ironwood, Ironwood Stairs
rustic:condenser, Alchemic Condenser
rustic:retort, Alchemic Retort
rustic:condenser_advanced, Advanced Alchemic Condenser
rustic:retort_advanced, Advanced Alchemic Retort
rustic:crop_stake, Wooden Stake
rustic:wildberry_bush, Wildberry Bush
rustic:rope, Rope
rustic:grape_stem, Grape Seeds
rustic:brewing_barrel, Brewing Barrel
rustic:apple_seeds, Apple Seeds
rustic:sapling_apple, Apple Sapling
rustic:leaves_apple, Apple Leaves
rustic:aloe_vera, Aloe Vera
rustic:blood_orchid, Blood Orchid
rustic:chamomile, Chamomile
rustic:cohosh, Cohosh
rustic:deathstalk_mushroom, Deathstalk Mushroom
rustic:horsetail, Horsetail
rustic:mooncap_mushroom, Mooncap Mushroom
rustic:wind_thistle, Wind Thistle
rustic:cloudsbluff, Cloudsbluff
rustic:core_root, Core Root
rustic:ginseng, Ginseng Root
rustic:marsh_mallow, Marsh Mallow Root
rustic:bee, Bee
rustic:honeycomb, Honeycomb
rustic:beeswax, Beeswax
rustic:tallow, Tallow
rustic:olives, Olives
rustic:ironberries, Ironberries
rustic:fluid_bottle, Bottle of %s
rustic:dust_iron, Iron Dust
rustic:dust_tiny_iron, Tiny Pile of Iron Dust
rustic:elixir, item.rustic.elixir.name
rustic:tomato, Tomato
rustic:tomato_seeds, Tomato Seeds
rustic:chili_pepper, Chili Pepper
rustic:chili_pepper_seeds, Chili Pepper Seeds
rustic:wildberries, Wildberries
rustic:grapes, Grapes
scannable:scanner, Scanner
scannable:module_blank, Blank Scanner Module
scannable:module_range, Scanner Module: Range
scannable:module_animal, Scanner Module: Animals
scannable:module_monster, Scanner Module: Monsters
scannable:module_ore_common, Scanner Module: Common Ores
scannable:module_ore_rare, Scanner Module: Rare Ores
scannable:module_block, Scanner Module: Block
scannable:module_structure, Scanner Module: Structures
scannable:module_fluid, Scanner Module: Fluids
scannable:module_entity, Scanner Module: Entity
spartanshields:shield_basic_wood, Crude Wooden Shield
spartanshields:shield_basic_stone, Stone Braced Shield
spartanshields:shield_basic_iron, Iron Plated Shield
spartanshields:shield_basic_gold, Gold Gilded Shield
spartanshields:shield_basic_diamond, Diamond Reinforced Shield
spartanshields:shield_basic_obsidian, Bulky Obsidian Shield
spartanshields:shield_basic_bronze, Bronze Plated Shield
spartanshields:shield_basic_steel, Steel Plated Shield
spartanshields:shield_basic_copper, Copper Braced Shield
spartanshields:shield_basic_tin, Tin Braced Shield
spartanshields:shield_basic_silver, Silver Gilded Shield
spartanshields:shield_basic_enderium, Enderium Strengthened Shield
spartanshields:shield_basic_invar, Invar Plated Shield
spartanshields:shield_basic_platinum, Platinum Plated Shield
spartanshields:shield_basic_electrum, Electrum Plated Shield
spartanshields:shield_basic_nickel, Nickel Braced Shield
spartanshields:shield_basic_lead, Lead Plated Shield
spartanshields:shield_basic_signalum, Signalum Strengthened Shield
spartanshields:shield_basic_lumium, Radiant Lumium Shield
spartanshields:shield_botania_manasteel, Manasteel Plated Shield
spartanshields:shield_botania_terrasteel, Terrasteel Strengthened Shield
spartanshields:shield_botania_elementium, Elementium Plated Shield
spartanshields:shield_riot_enderio, Dark Steel Riot Shield
spartanshields:shield_riot_rftools, Infused Riot Shield
spartanshields:shield_flux_ra, Flux-Infused Shield
spiceoflife:bookfoodjournal, Food Journal
spiceoflife:lunchbox, Lunch Box
spiceoflife:lunchbag, Lunch Bag
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
